description,product_url,source,product_name,image_url,category,price,colors,brand,material,timestamp,id
Men Solid Multi-Pocket Utility Cotton Tailored Jacket,https://www.myntra.com/jackets/the+bear+house/the-bear-house-men-solid-multi-pocket-utility-cotton-tailored-jacket/29684016/buy,myntra.com,THE BEAR HOUSE Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29684016/2024/5/22/b5372e28-ec62-4798-8e2f-e9f9502bdf3a1716354940508THEBEARHOUSEMenCropOutdoorTailoredJacketwithEmbroidered1.jpg",Jackets,₹1979,[],THE BEAR HOUSE,Cotton,1739500482.870409,eOnBXbx5vtQlaAuUtE7e
Men Stand Collar Tropical Printed Casual Bomber Jacket,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-men-stand-collar-tropical-printed-casual-bomber-jacket/31400846/buy,myntra.com,StyleCast x Revolte Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/24/DgI6q3S3_00ada8ea305340c281f75398a82b7bfd.jpg",Jackets,₹1461,[],StyleCast x Revolte,Wool,1739500497.647687,eVjRjqkxam2id480w9R0
Men Spread Collar Textured Cotton Casual Shirt,https://www.myntra.com/shirts/jack+%26+jones/jack--jones-men-spread-collar-textured-cotton-casual-shirt/32684337/buy,myntra.com,Jack & Jones Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/7/vXHRpbPg_83d6b1fe20274c0493887d8c8235bda0.jpg",Shirts,₹ 4999,[],Jack & Jones,,1739499448.739177,eZFhVTQcZuuDW1QYvZHU
Boys Slim Fit Light Fade Stretchable Jeans,https://www.myntra.com/jeans/urbano+juniors/urbano-juniors-boys-slim-fit-light-fade-stretchable-jeans/23692998/buy,myntra.com,Urbano Juniors Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23692998/2023/6/20/cf56fbd4-9b42-4b61-b398-c78d0de18fd61687256492686UrbanoJuniorsBoysKhakiSlimFitLightFadeStretchableJeans1.jpg",Jeans,₹799,[],Urbano Juniors,,1739501183.426238,elALyMnLGq9HdwMG0ku8
Textured Round Neck Seersucker Oversized T-shirt,https://www.myntra.com/tshirts/maniac/maniac-textured-round-neck-seersucker-oversized-t-shirt/28583180/buy,myntra.com,Maniac Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28583180/2024/3/29/e926e438-b435-4796-9695-844a227d82f71711728255157ManiacMenStripedPocketsT-shirt1.jpg",Tshirts,₹575,[],Maniac,Cotton,1739499643.134619,eqiFfEVwuGsSICYJ5f54
Women Oversized Drop Shoulder Ultra Soft Drapey Cotton T-Shirt,https://www.myntra.com/tshirts/difference+of+opinion/difference-of-opinion-women-oversized-drop-shoulder-ultra-soft-drapey-cotton-t-shirt/30510778/buy,myntra.com,Difference of Opinion Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30510778/2024/8/20/d727bc26-b177-42d1-8148-4086ef9dcbc31724134244982-Difference-Of-Opinion-Womens-Drop-Shoulder-Oversized-Tshirt--1.jpg",Tshirts,₹674,[],Difference of Opinion,Pure Cotton,1739499922.133874,euVTFQMYfePHxIwcMkJ1
Anti Odor Cool Tech Crew Neck Tshirt for Men,https://www.myntra.com/tshirts/turms/turms-anti-odor-cool-tech-crew-neck-tshirt-for-men/31036242/buy,myntra.com,TURMS Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/19/ehEWNiRq_17f2f0fcd79e41338dfa312d4835caa5.jpg",Tshirts,₹1519,[],TURMS,Cotton,1739500072.326601,evD0Gd26N8HZVBR7Ba3m
Boys Polo Collar T-shirt,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-boys-polo-collar-t-shirt/27259980/buy,myntra.com,United Colors of Benetton Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27259980/2024/3/26/79418c73-ce4a-4b16-bede-56506af02fb11711455416292-United-Colors-of-Benetton-Boys-Polo-Collar-T-shirt-392171145-1.jpg",Tshirts,₹519,[],United Colors of Benetton,Cotton,1739499874.151846,f0hXL1sv5ukoldlTw62G
Men Slim Fit Trousers,https://www.myntra.com/trousers/greenfibre/greenfibre-men-slim-fit-trousers/26758456/buy,myntra.com,Greenfibre Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26758456/2024/1/3/e40a52e6-cbb3-4d70-b7dc-e65037066bb01704261540126GreenfibreMenGreenSlimFitTrousers1.jpg",Trousers,₹1119,[],Greenfibre,,1739500965.885201,f3aA84AFzLfnLTMt0Y2g
Women Black Lightweight Antimicrobial Hooded Running Jacket,https://www.myntra.com/jackets/perfkt-u/perfkt-u-women-black-lightweight-antimicrobial-hooded-running-jacket/14349672/buy,myntra.com,PERFKT-U Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/5/19/0ef44f9b-61ef-4212-a56c-a1a08eebaec41621425364224-1.jpg",Jackets,₹887,[],PERFKT-U,Polyester,1739500494.701978,f7ihjKnCaJOhvEDddjgZ
Gym Reaper Graphic Printed Oversized T-shirt,https://www.myntra.com/tshirts/bewakoof/bewakoof-gym-reaper-graphic-printed-oversized-t-shirt/24585854/buy,myntra.com,Bewakoof Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24585854/2025/1/30/4d1cf58d-4406-4aff-88e5-b2637879097e1738217572268-Bewakoof-Gym-Reaper-Graphic-Printed-Oversized-T-shirt-123173-1.jpg",Tshirts,₹ 1299,[],Bewakoof,Pure Cotton,1739499566.830873,f9HRYeu862QuxOhDWkl1
Women Tailored Jacket,https://www.myntra.com/jackets/only/only-women-tailored-jacket/32536977/buy,myntra.com,ONLY Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/29/zuZ7g1YG_b468c052a0924d5eba449a21f4a4d1f5.jpg",Jackets,₹ 3799,[],ONLY,Unlined,1739500628.421651,fN5bkaeRzLP0QBRzowg2
Men 512 Slim Tapered Fit Heavy Fade Stretchable Jeans,https://www.myntra.com/jeans/levis/levis-men-512-slim-tapered-fit-heavy-fade-stretchable-jeans/30126961/buy,myntra.com,Levis Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30126961/2024/9/26/d592436c-5ae0-425d-8e34-755d7b7989f51727334859316-Mens-512-Slim-Tapered-Fit-Indigo-Jeans-9141727334858759-1.jpg",Jeans,₹1499,[],Levis,,1739501133.351066,fOiB77E602Enfc6hagQL
Women Hooded Solid Antimicrobial Sunscreen UPF 50+ Jacket 2.O,https://www.myntra.com/jackets/blue+tyga/blue-tyga-women-hooded-solid-antimicrobial-sunscreen-upf-50-jacket-2o/30002195/buy,myntra.com,BLUE TYGA Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30002195/2024/6/19/be0d82bd-6f1f-4ad9-8e28-65db9c7723691718807714444BLUETYGAWomenGeometricCheckedNylonLightweightAntimicrobialOu1.jpg",Jackets,₹1169,[],BLUE TYGA,Nylon,1739500596.735781,fPm6Sca7Tzna6SDRIqXI
Men Slim Fit Formal Trousers,https://www.myntra.com/trousers/raymond/raymond-men-slim-fit-formal-trousers/31966148/buy,myntra.com,Raymond Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31966148/2025/1/31/4c42895a-deb8-4d3e-b7d2-0592c07fce351738321493716-Raymond-Men-Trousers-561738321493195-1.jpg",Trousers,₹1379,[],Raymond,,1739500953.582834,fZx0RSkjLb5ZttwA1jZB
Stand Collar Bomber Jacket,https://www.myntra.com/jackets/allen+solly/allen-solly-stand-collar-bomber-jacket/24094312/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24094312/2023/11/6/d3587774-1f56-40ac-96e9-c7d8ad9dd7e21699255040884-Allen-Solly-Men-Jackets-201699255040393-1.jpg",Jackets,₹2399,[],Allen Solly,Polyester,1739500470.680686,fkR8ANJv9kXrJhDNTSFj
2-Pack Loose Fit Jeans,https://www.myntra.com/jeans/h%26m/hm-2-pack-loose-fit-jeans/32494759/buy,myntra.com,H&M Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/27/qBCXEywI_557a417535b14d978a0bc1ced60d5b9d.jpg",Jeans,₹ 2699,[],H&M,,1739501304.322995,fvkXMEr1AsIwkJBZ36di
Men Marino Checked Cotton Tailored Shacket,https://www.myntra.com/jackets/rare+rabbit/rare-rabbit-men-marino-checked-cotton-tailored-shacket/25208650/buy,myntra.com,RARE RABBIT Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25208650/2023/9/28/ba90809c-f2c6-4708-b778-66b34830ee271695845219883RARERABBITMenBlackCheckedCropTailoredJacketwithEmbroidered7.jpg",Jackets,₹2591,[],RARE RABBIT,Cotton,1739500488.56654,g38cv15EfLsuT7tQFTBS
Women Skinny Fit Mid-Rise Denim Jeans,https://www.myntra.com/jeans/r%26b/rb-women-skinny-fit-mid-rise-denim-jeans/32323389/buy,myntra.com,R&B Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32323389/2025/1/13/efd882ab-6ec6-4867-8447-f8db91b8343b1736765300316RBWomenSkinnyFitSlashKneeJeans1.jpg",Jeans,₹ 699,[],R&B,,1739501174.753358,gDDpR295R54cyNBHxMdh
Wide Belt-Detail Trousers,https://www.myntra.com/trousers/h%26m/-hm-wide-belt-detail-trousers/31605630/buy,myntra.com,H&M Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/12/Je0CMNYa_4d6e5507597641ad843347b26bac2718.jpg",Trousers,₹1199,[],H&M,,1739500800.179378,gEPjdujy18bQpcMiHvWv
Vapour Slim Fit Slash Knee Heavy Fade Stretchable Jeans,https://www.myntra.com/jeans/beat+london+by+pepe+jeans/beat-london-by-pepe-jeans-vapour-slim-fit-slash-knee-heavy-fade-stretchable-jeans/21407970/buy,myntra.com,BEAT LONDON by PEPE JEANS Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21407970/2023/5/12/1e3215e1-4be8-44b3-b78c-fbda0c2e15371683888497881-BEAT-LONDON-by-PEPE-JEANS-Vapour-Slim-Fit-Slash-Knee-Heavy-F-1.jpg",Jeans,₹ 2999,[],BEAT LONDON by PEPE JEANS,,1739501291.295773,gKV6NdU3G6gGSnDrUWzm
Men Lapel Collar Insulator Tailored Jacket,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-men-lapel-collar-insulator-tailored-jacket/30902272/buy,myntra.com,StyleCast x Revolte Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/14/fbdidlok_aeaa21f5eed54317943a17a2b9ff1134.jpg",Jackets,₹1645,[],StyleCast x Revolte,Mesh,1739500710.755791,gKauRnnQ8wXQgb4ArLEu
Men Navy Blue Solid Bomber Jacket,https://www.myntra.com/jackets/allen+solly/allen-solly-men-navy-blue-solid-bomber-jacket/20360206/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20360206/2022/10/27/adc04506-4b76-49a6-b06f-217ce363a3841666861853454-Allen-Solly-Men-Jackets-4191666861852818-1.jpg",Jackets,₹2399,[],Allen Solly,Polyester,1739500666.974258,gMMWzguVLY9hCYyw6wuO
Round Neck Drop-Shoulder Short Sleeves Oversized Cotton T-shirt,https://www.myntra.com/tshirts/nobero/nobero-round-neck-drop-shoulder-short-sleeves-oversized-cotton-t-shirt/29861590/buy,myntra.com,NOBERO Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29861590/2024/5/30/9a382f93-273d-4fb7-9ec7-7377670ba6d01717082603466NOBEROMenPocketsT-shirt1.jpg",Tshirts,₹599,[],NOBERO,Cotton,1739499769.25062,gNNi0OF465BnHK0q5QVQ
Men Tapered Fit Low-Rise Low Distress Heavy Fade Jeans,https://www.myntra.com/jeans/pepe+jeans/pepe-jeans-men-tapered-fit-low-rise-low-distress-heavy-fade-jeans/21919770/buy,myntra.com,Pepe Jeans Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21919770/2023/7/27/b824a94a-119d-4be7-8bd0-7acfa9e6589c1690452781727-Pepe-Jeans-Men-Tapered-Fit-Low-Rise-Low-Distress-Heavy-Fade--1.jpg",Jeans,₹ 4999,[],Pepe Jeans,,1739501204.589763,gUbp9tHRLamGwNDcnF1C
Women High-Rise Pleated Trousers With Contrast Trims,https://www.myntra.com/trousers/roadster/roadster-women-high-rise-pleated-trousers-with-contrast-trims-/30250468/buy,myntra.com,Roadster Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30250468/2024/12/24/f70b6475-ce29-4138-94ee-ebbe7d9b33c61735038167618-Roadster-Women-Trousers-5821735038166874-1.jpg",Trousers,₹797,[],Roadster,,1739500769.526353,gV6bzWFucMwK087FMpJl
Men Tapered Fit Solid Mid-Rise Plain Cotton Cargos,https://www.myntra.com/trousers/highlander/highlander-men-tapered-fit-solid-mid-rise-plain-cotton-cargos/25483108/buy,myntra.com,HIGHLANDER Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25483108/2024/12/14/5cc19a5a-4119-4d53-b861-83720cb948851734169755448-HIGHLANDER-Men-Tapered-Fit-Solid-Mid-Rise-Plain-Cotton-Cargo-1.jpg",Trousers,₹545,[],HIGHLANDER,,1739500942.290528,gX620cdCkaI8JNq2WzHJ
The Lifestyle Co Men Relaxed Fit Linen Trousers,https://www.myntra.com/trousers/roadster/the-roadster-lifestyle-co-men-relaxed-fit-linen-trousers/30063122/buy,myntra.com,Roadster Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30063122/2024/6/28/544f7640-07e8-4fb0-b9fd-e865e400e32f1719575123653TheRoadsterLifestyleCoMenRelaxedFitLinenTrousers1.jpg",Trousers,₹839,[],Roadster,,1739500884.388235,gq7F5ChmuBZNzlDp81Jz
Women Pink Half Zip Warm Fleece Sweater,https://www.myntra.com/jackets/quechua+by+decathlon/quechua-by-decathlon-women-pink-half-zip-warm-fleece-sweater/30042879/buy,myntra.com,Quechua By Decathlon Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30042879/2024/6/26/862e1084-2f97-4117-80e2-07af3de7b20e1719391601064QuechuaByDecathlonMonkCollarJacket1.jpg",Jackets,₹729,[],Quechua By Decathlon,Polyester,1739500679.128267,gyNmKmSGseYiMjwjMdGt
Men T-shirt,https://www.myntra.com/tshirts/xyxx/xyxx-men-t-shirt/18391070/buy,myntra.com,XYXX Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18391070/2024/8/29/2a1af499-28b1-49a8-8ec3-b467e6fe9a181724927482368-XYXX-Men-Grey-Melange-N9-Silver-Finish-Solid-Lounge-T-shirts-1.jpg",Tshirts,₹449,[],XYXX,Cotton,1739499906.542815,h2paHRpbIBRviq1CDeqU
The Lifestyle Co. Typography Printed Drop-Shoulder Sleeves Oversized T-shirt,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-typography-printed-drop-shoulder-sleeves-oversized-t-shirt/26959472/buy,myntra.com,Roadster Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26959472/2024/3/22/b0f953c3-8657-4741-83f3-72f71fffc4851711097987810-Roadster-Women-Tshirts-2941711097987459-1.jpg",Tshirts,₹237,[],Roadster,Cotton,1739499198.021351,h6rT3sNVt1LTHIN7tsP8
Women Longline Open Front Jacket,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-women-longline-open-front-jacket/31055135/buy,myntra.com,StyleCast x Revolte Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/20/gj9QnhV6_0eebf77704a747feab9a8570197203fd.jpg",Jackets,₹2433,[],StyleCast x Revolte,Polyester,1739500643.555179,hAtjxqCZkC6BpZf9pvzR
Men Slim Fit Low-Rise Light Fade Stretchable Jeans,https://www.myntra.com/jeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-light-fade-stretchable-jeans/32680680/buy,myntra.com,Jack & Jones Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/7/qzUFzNnW_c30134043e37482399fb9dad6aa6bca0.jpg",Jeans,₹ 5999,[],Jack & Jones,,1739501213.001712,hFqqVHL0Dj8PYQ4eOKRj
Women Vintage Crew Neck Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-women-vintage-crew-neck-tshirt/30057611/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30057611/2024/JUNE/27/uo83etTP_409317cd156f4b308dda765a76f72a6f.jpg",Tshirts,₹ 1599,[],Creatures of Habit,Organic Cotton,1739500047.225934,hJn3wgIdeH4df4HAW6W3
The Life Co. Typography Printed Drop-Shoulder Sleeves T-shirt,https://www.myntra.com/tshirts/roadster/the-roadster-life-co-typography-printed-drop-shoulder-sleeves-t-shirt/26959458/buy,myntra.com,Roadster Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26959458/2024/3/20/e46e4512-552a-4934-bef2-13db24d571241710911168802-Roadster-Women-Tshirts-7831710911168371-1.jpg",Tshirts,₹245,[],Roadster,Cotton,1739499766.168862,hP7TppN3VMbe8Ny8mEVO
Women Colourblocked Polyester Water Resistant Puffer Jacket,https://www.myntra.com/jackets/ar-fit/ar-fit-women-colourblocked-polyester-water-resistant-puffer-jacket/30995792/buy,myntra.com,AR-FIT Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/17/ONjCWn2H_2910943221ac49df801811b7fc1f8e95.jpg",Jackets,₹1075,[],AR-FIT,Polyester,1739500453.839611,hUIilIuMlAFWtXnf9Ydr
Men Solid Padded Jacket,https://www.myntra.com/jackets/allen+solly/allen-solly-men-solid-padded-jacket/24094258/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24094258/2024/1/10/0b9fc7b8-1d79-4326-aaee-94686e9859be1704881785703-Allen-Solly-Men-Solid-Padded-Jacket-9431704881785226-1.jpg",Jackets,₹4199,[],Allen Solly,Polyester,1739500725.676535,hXmVVJz2D7Kc7IPc8ZvQ
E157 Graphic Printed Basic Stretchable Cotton T-shirt,https://www.myntra.com/lounge-tshirts/enamor/enamor-e157-graphic-printed-basic-stretchable-cotton-t-shirt/30497118/buy,myntra.com,Enamor Lounge Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/6/81wtJvRb_ef551a9397e1415fbc3befaeb24c9e9b.jpg",Lounge Tshirts,₹519,[],Enamor,Cotton Blend,1739499944.320068,hpu0xNNlyKxTOxLVCTb2
Women Smart Straight Fit High-Rise Trousers,https://www.myntra.com/trousers/next+one/next-one-women-smart-straight-fit-high-rise-trousers/31002311/buy,myntra.com,Next One Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/24/NhZyEkut_d0443fb3b54143e9ba475d593eb7683b.jpg",Trousers,₹899,[],Next One,,1739500828.364944,hwnlAp8dNVO6Gt2NObg2
Men Slim Fit Mid-Rise Heavy Fade Stretchable Jeans,https://www.myntra.com/jeans/pepe+jeans/pepe-jeans-men-slim-fit-mid-rise-heavy-fade-stretchable-jeans/24512310/buy,myntra.com,Pepe Jeans Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24512310/2023/8/16/d0358955-841e-41b5-961d-c6e06681bd501692194211272PepeJeansMenBlueSlimFitHeavyFadeJeans1.jpg",Jeans,₹1699,[],Pepe Jeans,,1739501078.102764,i0CTXwUpTYfeS9nuhH7J
Solid Manhattan Slim Fit Pure Cotton Casual Shirt,https://www.myntra.com/shirts/arrow+sport/arrow-sport-solid-manhattan-slim-fit-pure-cotton-casual-shirt/25472714/buy,myntra.com,Arrow Sport Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25472714/2023/12/5/e291d47e-7eb8-439f-aa5b-a38825ad57381701777107096-Arrow-Sport-Men-Shirts-1671701777106707-1.jpg",Shirts,₹949,[],Arrow Sport,,1739499242.711783,i2ISNflqNimIUspMUq7B
Grandad Jersey Shirt,https://www.myntra.com/shirts/h%26m/hm-grandad-jersey-shirt/32494270/buy,myntra.com,H&M Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/27/LFakhSP3_9dedd63edfa54d4db5a3b65483b05620.jpg",Shirts,₹479,[],H&M,,1739499337.529233,iLCwaRvnLvZ3cGasv9nV
Typography Printed Round Neck Raglan Half Sleeve Cotton T-Shirt,https://www.myntra.com/tshirts/maniac/maniac-typography-printed-round-neck-raglan-half-sleeve-cotton-t-shirt/29810122/buy,myntra.com,Maniac Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29810122/2024/5/27/32c7c77d-59bd-4e7b-9e98-da4727df662e1716789240409ManiacMenTypographyPrintedPocketsT-shirt1.jpg",Tshirts,₹567,[],Maniac,Cotton,1739499702.23926,iasdhFnUEpdr2i0LWe5h
The Lifestyle Co Linen Relaxed-Fit Regular Trousers,https://www.myntra.com/trousers/roadster/the-roadster-lifestyle-co-linen-relaxed-fit-regular-trousers/30063129/buy,myntra.com,Roadster Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30063129/2024/6/28/dfdba33f-44c6-4dd3-b8f0-0966f8e7e1841719563300433TheRoadsterLifestyleCoLinenRelaxed-FitRegularTrousers1.jpg",Trousers,₹839,[],Roadster,,1739501057.929113,icTsBykBSKiXHmVuim14
Women Mock Collar Solid Sports Sporty Jacket,https://www.myntra.com/jackets/quechua+by+decathlon/quechua-by-decathlon-women-mock-collar-solid-sports-sporty-jacket/31212423/buy,myntra.com,Quechua By Decathlon Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/5/KMj8nsLM_9673f337b2904aea8fcf947a61e28f1a.jpg",Jackets,₹999,[],Quechua By Decathlon,Polyester,1739500707.736512,id58TnhCt0QRwHbxpGxq
Pure Cotton Classic Fit Checked Casual Shirt,https://www.myntra.com/shirts/allen+solly/allen-solly-pure-cotton-classic-fit-checked-casual-shirt/24122320/buy,myntra.com,Allen Solly Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24122320/2024/2/16/eda6f89c-b5de-406a-a5b1-c133eb5a3a4e1708079326383-Allen-Solly-Men-Shirts-6061708079326026-1.jpg",Shirts,₹1540,[],Allen Solly,,1739499331.434929,ilZslvWWvvaSQ5iYnc33
Men Gunjan Regular Fit Spread Collar Shirt,https://www.myntra.com/shirts/rare+rabbit/rare-rabbit-men-gunjan-regular-fit-spread-collar-shirt/24788146/buy,myntra.com,RARE RABBIT Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24788146/2023/9/3/1c1640b5-9a8f-4ece-85f2-3f2014445f6f1693685079022RARERABBITMenNavyBlueOpaqueCasualShirt1.jpg",Shirts,₹1583,[],RARE RABBIT,,1739499419.265525,j1FhK9NpKWJlsc2JQ4Db
Men Relaxed Fit Stretchable Jeans,https://www.myntra.com/jeans/denimlook/denimlook-men-relaxed-fit-stretchable-jeans/31798527/buy,myntra.com,DENIMLOOK Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31798527/2024/12/7/5ca4a1ac-24aa-43eb-a9b7-5c9fd17a313b1733549511862-DENIMLOOK-Men-Relaxed-Fit-Stretchable-Jeans-5321733549511507-1.jpg",Jeans,₹599,[],DENIMLOOK,,1739501247.039432,jCu8XC5R49AfT078IIgC
Men White Skinny Fit Mid-Rise Clean Look Stretchable Jeans,https://www.myntra.com/jeans/mast+%26+harbour/mast--harbour-men-white-skinny-fit-mid-rise-clean-look-stretchable-jeans/12983736/buy,myntra.com,Mast & Harbour Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12983736/2020/12/15/1ec32f6c-be5d-4571-aef4-43d5caf9a3691608014108590-Mast--Harbour-Men-Jeans-8701608014106354-1.jpg",Jeans,₹873,[],Mast & Harbour,,1739501321.295514,jHbnZhkkA354bz0e5Hce
Women Purple Navy Upto -0 Degrees Non-Hooded Synthetic Puffer Jacket,https://www.myntra.com/jackets/forclaz+by+decathlon/forclaz-by-decathlon-women-purple-navy-upto--0-degrees-non-hooded-synthetic-puffer-jacket/30874719/buy,myntra.com,FORCLAZ By Decathlon Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/6/0pl4H8zV_d32efd700aed4750950f0913349a0cf5.jpg",Jackets,₹1399,[],FORCLAZ By Decathlon,Polyester,1739500565.780444,jKHSakKtI9FEC3Td4Bzg
